Ticker,Rank,Name,Market Cap,Country,Shares,6mo Gain Abs,6mo Gain Pct,1st Month Gain,Sector_Communication Services,Sector_Consumer Cyclical,Sector_Consumer Defensive,Sector_Energy,Sector_Financial Services,Sector_Healthcare,Sector_Industrials,Sector_Real Estate,Sector_Technology,Sector_Utilities,6mo Veredict_loss,6mo Veredict_neutral,6mo Veredict_gain,6mo Veredict_big gain
GMS,3307,GMS,2590000000.0,🇺🇸 USA,43037554.00465271,13.989999999999997,0.3058592041976387,2.3500000000000014,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ADV,3308,Advantage Solutions,2590000000.0,🇺🇸 USA,318181818.1818182,-4.5600000000000005,-0.3601895734597157,-1.8100000000000005,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CORT,3309,Corcept Therapeutics,2590000000.0,🇺🇸 USA,115316117.5422974,1.2899999999999991,0.0608490566037736,0.3999999999999986,0,0,0,0,0,1,0,0,0,0,0,1,0,0
NVG.LS,3310,The Navigator Company,2570000000.0,🇵🇹 Portugal,709944751.3812155,0.1840000000000001,0.0604467805519053,0.0620000000000002,0,0,0,0,0,0,0,0,0,0,0,1,0,0
STEP,3311,StepStone Group,2570000000.0,🇺🇸 USA,59767441.86046512,10.160000000000004,0.3090964405232737,2.6999999999999997,0,0,0,0,1,0,0,0,0,0,0,0,0,1
ROCK,3312,Gibraltar Industries,2570000000.0,🇺🇸 USA,32668107.28358968,-1.0600000000000025,-0.0133652755011978,-3.140000000000001,0,0,0,0,0,0,1,0,0,0,0,1,0,0
KIND-SDB.ST,3313,Kindred Group,2560000000.0,Malta,224364592.46275195,-33.0,-0.237410071942446,-10.650000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KTOS,3314,Kratos Defense & Security Solutions,2560000000.0,🇺🇸 USA,123611781.74794784,-4.109999999999999,-0.1679607682876992,3.479999999999997,0,0,0,0,0,0,1,0,0,0,1,0,0,0
MED,3315,Medifast,2550000000.0,🇺🇸 USA,11578803.97765972,-108.28,-0.3305653925998291,-49.26999999999998,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AUPH,3316,Aurinia Pharmaceuticals,2550000000.0,🇨🇦 Canada,129375951.29375952,6.709999999999999,0.5304347826086955,-1.5599999999999987,0,0,0,0,0,1,0,0,0,0,0,0,0,1
WSFS,3317,WSFS Financial,2550000000.0,🇺🇸 USA,47503725.78241431,2.289999999999999,0.0437106317999618,-6.619999999999997,0,0,0,0,1,0,0,0,0,0,0,1,0,0
WISH,3318,ContextLogic (wish.com),2550000000.0,🇺🇸 USA,642317380.3526448,-4.209999999999999,-0.5146699266503667,5.23,0,1,0,0,0,0,0,0,0,0,0,0,0,0
VAL,3319,Valaris,2550000000.0,🇬🇧 UK,74933881.86893918,12.720000000000002,0.5952269536733741,5.41,0,0,0,1,0,0,0,0,0,0,0,0,0,1
VGR,3320,Vector Group,2540000000.0,🇺🇸 USA,153381642.5120773,1.67,0.1129905277401894,0.3900000000000005,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NHI,3321,National Health Investors,2540000000.0,🇺🇸 USA,45765765.76576576,-11.599999999999994,-0.1737307173880484,1.1400000000000006,0,0,0,0,0,0,0,1,0,0,0,0,0,0
BLND,3322,Blend Labs,2540000000.0,🇺🇸 USA,229864253.3936652,-10.3,-0.492822966507177,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
GRINDWELL.NS,3323,Grindwell Norton,2530000000.0,🇮🇳 India,110625273.28377786,608.1499999999999,0.5118461473719647,48.29999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PLXS,3324,Plexus,2520000000.0,🇺🇸 USA,27906976.744186047,-9.47,-0.0953963936738189,-7.400000000000006,0,0,0,0,0,0,0,0,1,0,1,0,0,0
SANOFI.NS,3325,Sanofi India Limited,2520000000.0,🇮🇳 India,22957092.101667125,335.8000000000002,0.043432991224156,-84.69999999999982,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FEDERALBNK.NS,3326,Federal Bank,2520000000.0,🇮🇳 India,2100000000.0,7.699999999999989,0.0891203703703702,0.25,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BHG,3327,Bright Health,2520000000.0,🇺🇸 USA,626865671.6417911,-12.81,-0.7698317307692308,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GWK3.HM,3328,GAG Immobilien,2520000000.0,🇩🇪 Germany,16275915.520248013,13.0,0.1031746031746032,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SAA1V.HE,3329,Sanoma,2520000000.0,🇫🇮 Finland,163001293.66106078,0.08,0.0058224163027655,0.0999999999999996,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BKE,3330,Buckle,2510000000.0,🇺🇸 USA,49643987.34177215,11.060000000000002,0.2723467126323566,7.630000000000003,0,1,0,0,0,0,0,0,0,0,0,0,0,1
MANU,3331,Manchester United,2510000000.0,🇬🇧 UK,162670123.13674662,0.0099999999999997,0.0006377551020408,-0.4400000000000013,1,0,0,0,0,0,0,0,0,0,0,1,0,0
CBCY,3332,Central Bancompany,2510000000.0,🇺🇸 USA,4239864.864864865,2.0,0.0033898305084745,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
CVET,3333,Covetrus,2510000000.0,🇺🇸 USA,137534246.57534248,-7.91,-0.3007604562737642,-0.7399999999999984,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CO.PA,3334,Casino Guichard-Perrachon,2510000000.0,🇫🇷 France,107817869.41580756,-5.949999999999999,-0.2226796407185628,0.3500000000000014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INDIANB.NS,3335,Indian Bank,2510000000.0,🇮🇳 India,1274111675.1269035,14.199999999999989,0.09799861973775,5.899999999999977,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ZUO,3336,Zuora,2500000000.0,🇺🇸 USA,124131082.42303872,4.890000000000001,0.3255659121171772,1.7799999999999994,0,0,0,0,0,0,0,0,1,0,0,0,0,1
SANM,3337,Sanmina,2500000000.0,🇺🇸 USA,64135454.07901488,-3.3200000000000003,-0.0779708783466416,-3.1499999999999986,0,0,0,0,0,0,0,0,1,0,1,0,0,0
EVH,3338,Evolent Health,2500000000.0,🇺🇸 USA,89094796.86386316,8.82,0.4560496380558427,1.6900000000000013,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TWNK,3339,Hostess Brands,2500000000.0,🇺🇸 USA,138197899.39192924,2.169999999999998,0.1387468030690535,0.5100000000000016,0,0,1,0,0,0,0,0,0,0,0,0,1,0
BSM,3340,Black Stone Minerals,2490000000.0,🇺🇸 USA,207846410.6844741,1.9600000000000009,0.1971830985915494,0.8499999999999996,0,0,0,1,0,0,0,0,0,0,0,0,1,0
PRTA,3341,Prothena,2490000000.0,🇮🇪 Ireland,46420581.65548098,26.12,1.0427145708582837,22.239999999999995,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ARCLK.IS,3342,Arçelik,2490000000.0,🇹🇷 Turkey,674796747.9674797,11.18,0.344636251541307,-1.8000000000000007,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MGLN,3343,Magellan Health,2490000000.0,🇺🇸 USA,26321353.065539114,0.3799999999999954,0.0040232927474854,0.0100000000000051,0,0,0,0,0,1,0,0,0,0,0,1,0,0
RIB.F,3344,RIB Software,2480000000.0,🇩🇪 Germany,51893701.61121573,15.849999999999998,0.591417910447761,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ANZFF,3345,Air New Zealand,2480000000.0,🇳🇿 New Zealand,2175438596.491228,-0.06,-0.0491803278688525,-0.161,0,0,0,0,0,0,1,0,0,0,1,0,0,0
SUMICHEM.NS,3346,Sumitomo Chemical India,2470000000.0,🇮🇳 India,497983870.967742,57.5,0.1823660006343166,58.150000000000034,0,0,0,0,0,0,0,0,0,0,0,0,1,0
REGI,3347,Renewable Energy Group,2470000000.0,🇺🇸 USA,50203252.03252032,-10.36,-0.1710700132100395,1.2700000000000031,0,0,0,1,0,0,0,0,0,0,1,0,0,0
YAL.AX,3348,Yancoal,2470000000.0,🇦🇺 Australia,1320855614.973262,0.6699999999999999,0.3349999999999999,-0.0649999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CCS,3349,Century Communities,2470000000.0,🇺🇸 USA,33738560.305969134,-3.5600000000000023,-0.0466395912485261,-14.83999999999999,0,1,0,0,0,0,0,0,0,0,1,0,0,0
PTRA,3350,Proterra,2470000000.0,🇺🇸 USA,218197879.85865724,-4.74,-0.29625,-1.0399999999999991,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BRG.OL,3351,Borregaard,2470000000.0,🇳🇴 Norway,99556630.3909714,41.900000000000006,0.2269772481040086,-1.1999999999999886,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SKFINDIA.NS,3352,SKF India,2470000000.0,🇮🇳 India,49439551.641313046,1304.35,0.5281303775685797,349.8000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PAX,3353,Patria Investments,2460000000.0,Cayman Islands,135611907.38699007,2.6099999999999994,0.1679536679536679,0.7100000000000009,0,0,0,0,1,0,0,0,0,0,0,0,1,0
BDN,3354,Brandywine Realty Trust,2460000000.0,🇺🇸 USA,170714781.4018043,0.1699999999999999,0.0120226308345119,-0.3499999999999996,0,0,0,0,0,0,0,1,0,0,0,1,0,0
PFV.F,3355,Pfeiffer Vacuum,2460000000.0,🇩🇪 Germany,9989442.053114597,57.400000000000006,0.3619167717528373,-5.400000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EGHT,3356,8x8,2460000000.0,🇺🇸 USA,113888888.88888888,-2.25,-0.0963184931506849,4.210000000000001,0,0,0,0,0,0,0,0,1,0,1,0,0,0
NG,3357,NovaGold Resources,2450000000.0,🇨🇦 Canada,331529093.36941814,-2.91,-0.284457478005865,-2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OMAB,3358,Grupo Aeroportuario Centro Norte,2440000000.0,🇲🇽 Mexico,49094567.40442656,-1.759999999999998,-0.034201321414691,1.1899999999999975,0,0,0,0,0,0,1,0,0,0,0,1,0,0
WGO,3359,Winnebago Industries,2440000000.0,🇺🇸 USA,33378932.96853625,3.950000000000003,0.0570561895132168,-6.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
POU.TO,3360,Paramount Resources,2440000000.0,🇨🇦 Canada,132897603.4858388,9.529999999999998,0.7080237741456163,2.6500000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CRTO,3361,Criteo,2430000000.0,🇫🇷 France,60523038.60523039,3.240000000000002,0.0865615816190221,7.989999999999995,1,0,0,0,0,0,0,0,0,0,0,0,1,0
HMY,3362,Harmony Gold,2430000000.0,🇿🇦 South Africa,624678663.2390746,-1.52,-0.2788990825688073,-1.4300000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KEN,3363,Kenon Holdings,2430000000.0,🇸🇬 Singapore,53713527.851458885,9.22,0.2507478923035082,-1.6500000000000057,0,0,0,0,0,0,0,0,0,1,0,0,0,1
FMBI,3364,First Midwest Bancorp,2430000000.0,🇺🇸 USA,113870665.41705716,0.2899999999999991,0.0137767220902611,-1.1000000000000014,0,0,0,0,1,0,0,0,0,0,0,1,0,0
CARBORUNIV.NS,3365,Carborundum Universal,2420000000.0,🇮🇳 India,189210320.56293985,367.8,0.6231785835310064,44.55000000000007,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TOWN,3366,TowneBank,2420000000.0,🇺🇸 USA,72433403.17270279,1.4499999999999955,0.045031055900621,-1.6099999999999994,0,0,0,0,1,0,0,0,0,0,0,1,0,0
SAVE,3367,Spirit Airlines,2420000000.0,🇺🇸 USA,108132260.94727436,-13.13,-0.3712185467910659,-5.27,0,0,0,0,0,0,1,0,0,0,0,0,0,0
EPC,3368,Edgewell Personal Care,2420000000.0,🇺🇸 USA,54235768.71358135,-0.3200000000000003,-0.0070298769771529,-1.480000000000004,0,0,1,0,0,0,0,0,0,0,0,1,0,0
PCRX,3370,Pacira Biosciences,2410000000.0,🇺🇸 USA,44423963.13364055,-12.120000000000005,-0.1823104693140794,0.009999999999998,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FTAI,3371,Fortress Transportation,2410000000.0,🇺🇸 USA,98973305.95482546,-4.219999999999999,-0.1478626489138051,4.309999999999999,0,0,0,0,0,0,1,0,0,0,1,0,0,0
CDLX,3372,Cardlytics,2410000000.0,🇺🇸 USA,33223049.352081608,-30.959999999999997,-0.3091054313099041,20.38000000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PTVE,3374,Pactiv Evergreen,2410000000.0,🇺🇸 USA,177205882.3529412,-2.42,-0.151819322459222,0.2300000000000004,0,1,0,0,0,0,0,0,0,0,1,0,0,0
VRRM,3375,Verra Mobility,2400000000.0,🇺🇸 USA,155440414.50777203,0.4199999999999999,0.0274151436031331,1.1199999999999992,0,0,0,0,0,0,1,0,0,0,0,1,0,0
5105.T,3376,Toyo Tire,2400000000.0,🇯🇵 Japan,153452685.42199486,-312.0,-0.1420765027322404,113.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PSMT,3377,PriceSmart,2400000000.0,🇺🇸 USA,30773176.04821131,-6.890000000000001,-0.0797084683017121,2.710000000000008,0,0,1,0,0,0,0,0,0,0,1,0,0,0
A5SA.F,3378,Aston Martin,2400000000.0,🇬🇧 UK,116166505.32429816,-4.136000000000003,-0.1824437582708425,-1.9200000000000017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VRTS,3379,Virtus Investment Partners,2390000000.0,🇺🇸 USA,7563291.139240506,36.64999999999998,0.131578947368421,-3.4600000000000364,0,0,0,0,1,0,0,0,0,0,0,0,1,0
SBH,3380,Sally Beauty Holdings,2390000000.0,🇺🇸 USA,112895606.99102505,0.0599999999999987,0.0028050490883588,0.2600000000000015,0,1,0,0,0,0,0,0,0,0,0,1,0,0
VCTR,3381,Victory Capital,2390000000.0,🇺🇸 USA,68033020.21064617,5.169999999999998,0.1722185209860092,2.27,0,0,0,0,1,0,0,0,0,0,0,0,1,0
DEVYANI.NS,3382,Devyani International,2390000000.0,🇮🇳 India,1201005025.1256282,31.5,0.2550607287449393,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
KAJARIACER.NS,3383,Kajaria Ceramics,2390000000.0,🇮🇳 India,159121171.77097204,176.10000000000014,0.1849207182610523,22.25,0,0,0,0,0,0,0,0,0,0,0,0,1,0
EUZ.F,3384,Eckert & Ziegler,2380000000.0,🇩🇪 Germany,20675875.249761097,10.650000000000006,0.1200000000000001,3.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JELD,3385,Jeld-Wen,2380000000.0,🇺🇸 USA,91327705.295472,-1.2399999999999984,-0.0451401528940662,-1.75,0,0,0,0,0,0,1,0,0,0,1,0,0,0
SLR.MC,3386,Solaria Energía,2380000000.0,🇪🇸 Spain,124607329.84293193,-0.1799999999999997,-0.0109689213893966,-0.6999999999999993,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CMTG,3387,Claros Mortgage Trust,2380000000.0,🇺🇸 USA,139671361.50234744,0.3399999999999998,0.02,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
FORG,3388,ForgeRock,2380000000.0,🇺🇸 USA,81674673.98764585,-11.72,-0.3210958904109589,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7956.T,3389,Pigeon,2380000000.0,🇯🇵 Japan,119417962.87004516,-992.0,-0.2943620178041543,-95.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRESTIGE.NS,3391,Prestige Group,2380000000.0,🇮🇳 India,401349072.5126476,177.10000000000002,0.6623036649214662,13.100000000000025,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MTX,3392,Minerals Technologies,2370000000.0,🇺🇸 USA,33174692.04927212,-11.820000000000007,-0.1394525719679095,-8.329999999999998,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CDXS,3393,Codexis,2370000000.0,🇺🇸 USA,64842681.258549936,16.85,0.8575063613231553,2.16,0,0,0,0,0,1,0,0,0,0,0,0,0,1
AIXA.F,3394,Aixtron,2370000000.0,🇩🇪 Germany,112162801.70373876,3.3150000000000013,0.1974977658623771,6.16,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SWI,3395,SolarWinds,2360000000.0,🇺🇸 USA,158708809.6839274,-3.312000000000001,-0.1848008034817543,0.3580000000000005,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CPK,3396,Chesapeake Utilities,2360000000.0,🇺🇸 USA,17573907.215727158,17.72999999999999,0.1516162134427912,5.769999999999996,0,0,0,0,0,0,0,0,0,1,0,0,1,0
FFBC,3397,First Financial Bank,2360000000.0,🇺🇸 USA,93613645.37881792,0.1000000000000014,0.0039370078740157,-1.84,0,0,0,0,1,0,0,0,0,0,0,1,0,0
DOMO,3398,Domo,2360000000.0,🇺🇸 USA,32117583.015786607,11.089999999999996,0.1779525032092426,14.329999999999998,0,0,0,0,0,0,0,0,1,0,0,0,1,0
NXE,3399,NexGen Energy,2360000000.0,🇨🇦 Canada,476767676.7676768,0.4900000000000002,0.108888888888889,-0.54,0,0,0,0,0,0,0,0,0,0,0,0,1,0
YKBNK.IS,3400,Yapı Kredi,2350000000.0,🇹🇷 Turkey,8392857142.857142,1.2799999999999998,0.5925925925925926,0.0100000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAGE,3401,Sage Therapeutics,2350000000.0,🇺🇸 USA,58735316.17095727,-31.669999999999995,-0.4434953087802828,-12.789999999999992,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MSGE,3402,Madison Square Garden,2350000000.0,🇺🇸 USA,34122259.3291709,-24.710000000000008,-0.2671929065743945,-5.260000000000005,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CSIQ,3403,Canadian Solar,2350000000.0,🇨🇦 Canada,59887869.52089704,0.8000000000000043,0.0208279093985941,5.260000000000005,0,0,0,0,0,0,0,0,1,0,0,1,0,0
GMT.NZ,3404,Goodman Property Trust,2350000000.0,🇳🇿 New Zealand,1398809523.8095238,0.2749999999999999,0.1235955056179773,0.0699999999999998,0,0,0,0,0,0,0,0,0,0,0,0,1,0
C52.SI,3405,ComfortDelGro,2340000000.0,🇸🇬 Singapore,2166666666.6666665,-0.1299999999999999,-0.0787878787878787,-0.07,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HCAT,3406,Health Catalyst,2340000000.0,🇺🇸 USA,52023121.38728324,-7.729999999999997,-0.1486538461538461,1.8200000000000005,0,0,0,0,0,1,0,0,0,0,1,0,0,0
BB.PA,3407,BIC,2340000000.0,🇫🇷 France,44870565.67593481,-16.229999999999997,-0.2566007905138339,-1.7999999999999972,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPNUF,3408,Spirent,2330000000.0,🇬🇧 UK,609947643.9790577,0.3699999999999996,0.1072463768115941,0.0899999999999998,0,0,0,0,0,0,0,0,1,0,0,0,1,0
BUR,3409,Burford Capital,2330000000.0,Guernsey,218984962.40601504,-1.08,-0.0930232558139535,-1.6099999999999994,0,0,0,0,1,0,0,0,0,0,1,0,0,0
MALLPLAZA.SN,3410,Mallplaza,2320000000.0,🇨🇱 Chile,1949579831.932773,-74.50000000000011,-0.0706562974203339,-50.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
KEMIRA.HE,3411,Kemira,2320000000.0,🇫🇮 Finland,152732060.56616196,0.129999999999999,0.0096439169139466,-0.0300000000000011,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ESE,3412,ESCO Technologies,2320000000.0,🇺🇸 USA,25994397.75910364,-3.1599999999999966,-0.0334391534391533,-0.8299999999999983,0,0,0,0,0,0,0,0,1,0,0,1,0,0
B,3413,Barnes Group,2320000000.0,🇺🇸 USA,50511648.16024385,-4.640000000000001,-0.0903426791277258,-2.1700000000000017,0,0,0,0,0,0,1,0,0,0,1,0,0,0
PDM,3414,Piedmont Office Realty Trust,2320000000.0,🇺🇸 USA,123931623.93162394,0.1999999999999993,0.0107123727905731,-0.0199999999999995,0,0,0,0,0,0,0,1,0,0,0,1,0,0
CDNA,3415,CareDx,2320000000.0,🇺🇸 USA,52727272.72727273,-36.84,-0.4683447749809305,11.11999999999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SAVA,3416,Cassava Sciences,2320000000.0,🇺🇸 USA,39965546.94229113,4.289999999999999,0.0888566694283345,31.52,0,0,0,0,0,1,0,0,0,0,0,0,1,0
EBS,3417,Emergent BioSolutions,2320000000.0,🇺🇸 USA,53741023.85916145,-14.269999999999996,-0.2509231580798311,2.3400000000000034,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PRK,3419,Park National Corp,2320000000.0,🇺🇸 USA,16219239.37360179,19.22999999999999,0.1536065180924992,-9.099999999999994,0,0,0,0,1,0,0,0,0,0,0,0,1,0
ANF,3420,Abercrombie & Fitch,2310000000.0,🇺🇸 USA,58853503.18471338,3.479999999999997,0.0924548352816152,3.729999999999997,0,1,0,0,0,0,0,0,0,0,0,0,1,0
SAHOL.IS,3421,Sabancı Holding,2310000000.0,🇹🇷 Turkey,2026315789.4736843,4.98,0.5858823529411765,0.0300000000000011,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5301.T,3422,Tokai Carbon,2310000000.0,🇯🇵 Japan,213099630.99631,-439.0,-0.2562755399883245,-59.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VVNT,3424,Vivint Smart Home,2300000000.0,🇺🇸 USA,208144796.38009048,-2.049999999999999,-0.1544837980406932,-0.7100000000000009,0,0,0,0,0,0,1,0,0,0,1,0,0,0
AAT,3425,American Assets Trust,2300000000.0,🇺🇸 USA,60367454.06824147,2.259999999999998,0.0632344711807497,0.740000000000002,0,0,0,0,0,0,0,1,0,0,0,0,1,0
FRME,3426,First Merchants Corporation,2300000000.0,🇺🇸 USA,53838951.31086142,-3.5,-0.0751395448690425,-4.670000000000002,0,0,0,0,1,0,0,0,0,0,1,0,0,0
WAFD,3427,WaFd Bank,2300000000.0,🇺🇸 USA,65174270.331538685,2.1200000000000045,0.0633971291866031,-1.5600000000000025,0,0,0,0,1,0,0,0,0,0,0,0,1,0
OM,3428,Outset Medical,2290000000.0,🇺🇸 USA,46955095.34549928,2.5899999999999963,0.0563656147986941,1.7099999999999935,0,0,0,0,0,1,0,0,0,0,0,1,0,0
NUS,3429,Nu Skin,2290000000.0,🇺🇸 USA,49696180.55555556,-14.009999999999998,-0.231455476623162,-3.509999999999998,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RLJ,3430,RLJ Lodging Trust,2290000000.0,🇺🇸 USA,166182873.73004356,-1.3200000000000005,-0.0879413724183877,-0.1399999999999988,0,0,0,0,0,0,0,1,0,0,1,0,0,0
STFC,3431,State Auto Financial,2290000000.0,🇺🇸 USA,44414274.631497286,32.7,1.7210526315789476,-1.7799999999999976,0,0,0,0,1,0,0,0,0,0,0,0,0,1
JEN.F,3432,Jenoptik,2290000000.0,🇩🇪 Germany,58048162.23067173,9.039999999999996,0.3804713804713802,-1.1400000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NPO,3433,EnPro Industries,2290000000.0,🇺🇸 USA,20586120.10068321,19.97,0.2185140606193236,5.160000000000011,0,0,0,0,0,0,1,0,0,0,0,0,0,1
MIKA.JK,3434,Mitra Keluarga,2290000000.0,🇮🇩 Indonesia,14312500000.0,-340.0,-0.1302681992337164,150.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SASR,3435,Sandy Spring Bank,2280000000.0,🇺🇸 USA,45518067.47853863,4.280000000000001,0.0922612632032766,-2.3299999999999983,0,0,0,0,1,0,0,0,0,0,0,0,1,0
OLT.OL,3436,Olav Thon,2280000000.0,🇳🇴 Norway,103448275.86206897,20.40000000000001,0.1135857461024498,0.5999999999999943,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NTCT,3437,NETSCOUT,2280000000.0,🇺🇸 USA,73810294.59371965,3.09,0.1106337271750805,-0.8599999999999994,0,0,0,0,0,0,0,0,1,0,0,0,1,0
E5F.F,3438,XL Axiata,2280000000.0,🇮🇩 Indonesia,12000000000.0,0.053,0.4774774774774775,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LAW,3439,CS Disco,2270000000.0,🇺🇸 USA,57381193.12436804,-2.270000000000003,-0.0553658536585366,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
MWA,3440,Mueller Water Products,2270000000.0,🇺🇸 USA,157420249.65325937,0.209999999999999,0.0145833333333331,-0.0500000000000007,0,0,0,0,0,0,1,0,0,0,0,1,0,0
EDIT,3441,Editas Medicine,2270000000.0,🇺🇸 USA,68168168.16816817,0.8200000000000003,0.0247062368183188,22.69,0,0,0,0,0,1,0,0,0,0,0,1,0,0
GKOS,3442,Glaukos,2270000000.0,🇺🇸 USA,46765554.18211784,-29.28,-0.3855167873601053,11.25,0,0,0,0,0,1,0,0,0,0,0,0,0,0
WHD,3443,Cactus Wellhead,2270000000.0,🇺🇸 USA,58945728.38223838,4.310000000000002,0.1240287769784174,1.6799999999999995,0,0,0,1,0,0,0,0,0,0,0,0,1,0
ROIC,3444,Retail Opportunity Investments,2260000000.0,🇺🇸 USA,120985010.70663811,0.7800000000000011,0.0437219730941704,-0.1999999999999993,0,0,0,0,0,0,0,1,0,0,0,1,0,0
LYEL,3445,Lyell Immunopharma,2260000000.0,🇺🇸 USA,240425531.9148936,-7.530000000000001,-0.4458259325044406,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MD,3446,Mednax,2250000000.0,🇺🇸 USA,86206896.55172414,-5.43,-0.1706473915776241,-1.8300000000000016,0,0,0,0,0,1,0,0,0,0,1,0,0,0
BBBY,3447,Bed Bath & Beyond,2250000000.0,🇺🇸 USA,100942126.5141319,-1.4800000000000004,-0.0623157894736842,5.300000000000001,0,1,0,0,0,0,0,0,0,0,1,0,0,0
BCRX,3448,BioCryst Pharmaceuticals,2240000000.0,🇺🇸 USA,179200000.0,-1.25,-0.091776798825257,0.0400000000000009,0,0,0,0,0,1,0,0,0,0,1,0,0,0
EQX,3449,Equinox Gold,2240000000.0,🇨🇦 Canada,299866131.1914324,-1.8099999999999987,-0.1948331539289557,-2.3600000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HRMY,3450,Harmony Biosciences,2240000000.0,🇺🇸 USA,58348528.26256838,5.270000000000003,0.1614088820826953,-3.73,0,0,0,0,0,1,0,0,0,0,0,0,1,0
WSBC,3451,WesBanco,2240000000.0,🇺🇸 USA,63169768.7535251,-3.25,-0.0832266325224071,-3.289999999999999,0,0,0,0,1,0,0,0,0,0,1,0,0,0
PHOENIXLTD.NS,3452,Phoenix Mills,2240000000.0,🇮🇳 India,172043010.75268817,302.85,0.4166609341679852,33.85000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PNL.AS,3453,PostNL,2230000000.0,🇳🇱 Netherlands,515011547.3441109,-0.9939999999999998,-0.2086920008398067,-0.2379999999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALY,3454,Bally's Corporation,2230000000.0,🇺🇸 USA,54323995.127892815,-13.78,-0.2495472654835204,-3.9200000000000017,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CLOV,3455,Clover Health Investments,2220000000.0,🇺🇸 USA,414179104.4776119,-1.62,-0.2341040462427746,5.680000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SKYW,3456,SkyWest,2220000000.0,🇺🇸 USA,50192177.255256616,-3.690000000000005,-0.0764925373134329,-5.960000000000001,0,0,0,0,0,0,1,0,0,0,1,0,0,0
